Mod:Item:MetaData, Localized Name
thermalfoundation:glass_alloy:6, 硬化流明玻璃
thermalfoundation:glass_alloy:7, 硬化末影玻璃
thermalfoundation:rockwool:0, 黑色石棉
thermalfoundation:rockwool:1, 红色石棉
thermalfoundation:rockwool:2, 绿色石棉
thermalfoundation:rockwool:3, 棕色石棉
thermalfoundation:rockwool:4, 蓝色石棉
thermalfoundation:rockwool:5, 紫色石棉
thermalfoundation:rockwool:6, 青色石棉
thermalfoundation:rockwool:7, 淡灰色石棉
thermalfoundation:rockwool:8, 灰色石棉
thermalfoundation:rockwool:9, 粉红色石棉
thermalfoundation:rockwool:10, 黄绿色石棉
thermalfoundation:rockwool:11, 黄色石棉
thermalfoundation:rockwool:12, 淡蓝色石棉
thermalfoundation:rockwool:13, 品红色石棉
thermalfoundation:rockwool:14, 橙色石棉
thermalfoundation:rockwool:15, 白色石棉
thermalfoundation:wrench:0, 新月锤
thermalfoundation:meter:0, 万用表
thermalfoundation:upgrade:0, 硬化升级套件
thermalfoundation:upgrade:1, 强化升级套件
thermalfoundation:upgrade:2, 信素升级套件
thermalfoundation:upgrade:3, 谐振升级套件
thermalfoundation:upgrade:33, 强化转换套件
thermalfoundation:upgrade:34, 信素转换套件
thermalfoundation:upgrade:35, 谐振转换套件
thermalfoundation:upgrade:256, 创造转换套件
thermalfoundation:security:0, 信素安全锁
thermalfoundation:diagram_redprint, 红图
thermalfoundation:tome_lexicon, 铁匠辞典
thermalfoundation:tome_experience, 知识之卷
thermalfoundation:coin:0, 铁币
thermalfoundation:coin:1, 金币
thermalfoundation:coin:64, 铜币
thermalfoundation:coin:65, 锡币
thermalfoundation:coin:66, 银币
thermalfoundation:coin:67, 铅币
thermalfoundation:coin:68, 铝币
thermalfoundation:coin:69, 镍币
thermalfoundation:coin:70, 铂币
thermalfoundation:coin:71, 铱币
thermalfoundation:coin:72, 蕴魔秘银币
thermalfoundation:coin:96, 钢币
thermalfoundation:coin:97, 琥珀金币
thermalfoundation:coin:98, 殷钢币
thermalfoundation:coin:99, 青铜币
thermalfoundation:coin:100, 康铜币
thermalfoundation:coin:101, 信素币
thermalfoundation:coin:102, 流明币
thermalfoundation:coin:103, 末影币
thermalfoundation:fertilizer:0, 光合堆肥
thermalfoundation:fertilizer:1, 富集光合堆肥
thermalfoundation:fertilizer:2, 充能光合堆肥
thermalfoundation:bait:0, 机器鱼饵
thermalfoundation:bait:1, 富营养机器鱼饵
thermalfoundation:bait:2, 充能机器鱼饵
thermalfoundation:dye:0, 黑颜料
thermalfoundation:dye:1, 红颜料
thermalfoundation:dye:2, 绿颜料
thermalfoundation:dye:3, 棕颜料
thermalfoundation:dye:4, 蓝颜料
thermalfoundation:dye:5, 紫颜料
thermalfoundation:dye:6, 青颜料
thermalfoundation:dye:7, 浅灰颜料
thermalfoundation:dye:8, 灰颜料
thermalfoundation:dye:9, 粉颜料
thermalfoundation:dye:10, 浅绿颜料
thermalfoundation:dye:11, 黄颜料
thermalfoundation:dye:12, 浅蓝颜料
thermalfoundation:dye:13, 紫红颜料
thermalfoundation:dye:14, 橙颜料
thermalfoundation:dye:15, 白颜料
thermalfoundation:material:0, 铁粉
thermalfoundation:material:1, 金粉
thermalfoundation:material:16, 钻石粒
thermalfoundation:material:17, 绿宝石粒
thermalfoundation:material:22, Wooden Gear
thermalfoundation:material:23, Stone Gear
thermalfoundation:material:24, 铁齿轮
thermalfoundation:material:25, 金齿轮
thermalfoundation:material:26, Diamond Gear
thermalfoundation:material:27, Emerald Gear
thermalfoundation:material:32, 铁板
thermalfoundation:material:33, 金板
thermalfoundation:material:64, 铜粉
thermalfoundation:material:65, 锡粉
thermalfoundation:material:66, 银粉
thermalfoundation:material:67, 铅粉
thermalfoundation:material:68, 铝粉
thermalfoundation:material:69, 镍粉
thermalfoundation:material:70, 铂粉
thermalfoundation:material:71, 铱粉
thermalfoundation:material:72, 蕴魔秘银粉
thermalfoundation:material:96, 钢粉
thermalfoundation:material:97, 琥珀金粉
thermalfoundation:material:98, 殷钢粉
thermalfoundation:material:99, 青铜粉
thermalfoundation:material:100, 康铜粉
thermalfoundation:material:101, 信素粉
thermalfoundation:material:102, 流明粉
thermalfoundation:material:103, 末影粉
thermalfoundation:material:128, 铜锭
thermalfoundation:material:129, 锡锭
thermalfoundation:material:130, 银锭
thermalfoundation:material:131, 铅锭
thermalfoundation:material:132, 铝锭
thermalfoundation:material:133, 镍锭
thermalfoundation:material:134, 铂锭
thermalfoundation:material:135, 铱锭
thermalfoundation:material:136, 蕴魔秘银锭
thermalfoundation:material:160, 钢锭
thermalfoundation:material:161, 琥珀金锭
thermalfoundation:material:162, 殷钢锭
thermalfoundation:material:163, 青铜锭
thermalfoundation:material:164, 康铜锭
thermalfoundation:material:165, 信素锭
thermalfoundation:material:166, 流明锭
thermalfoundation:material:167, 末影锭
thermalfoundation:material:192, 铜粒
thermalfoundation:material:193, 锡粒
thermalfoundation:material:194, 银粒
thermalfoundation:material:195, 铅粒
thermalfoundation:material:196, 铝粒
thermalfoundation:material:197, 镍粒
thermalfoundation:material:198, 铂粒
thermalfoundation:material:199, 铱粒
thermalfoundation:material:200, 蕴魔秘银粒
thermalfoundation:material:224, 钢粒
thermalfoundation:material:225, 琥珀金粒
thermalfoundation:material:226, 殷钢粒
thermalfoundation:material:227, 青铜粒
thermalfoundation:material:228, 康铜粒
thermalfoundation:material:229, 信素粒
thermalfoundation:material:230, 流明粒
thermalfoundation:material:231, 末影粒
thermalfoundation:material:256, 铜齿轮
thermalfoundation:material:257, 锡齿轮
thermalfoundation:material:258, 银齿轮
thermalfoundation:material:259, 铅齿轮
thermalfoundation:material:260, 铝齿轮
thermalfoundation:material:261, 镍齿轮
thermalfoundation:material:262, 铂齿轮
thermalfoundation:material:263, 铱齿轮
thermalfoundation:material:264, 蕴魔秘银齿轮
thermalfoundation:material:288, 钢齿轮
thermalfoundation:material:289, 琥珀金齿轮
thermalfoundation:material:290, 殷钢齿轮
thermalfoundation:material:291, 青铜齿轮
thermalfoundation:material:292, 康铜齿轮
thermalfoundation:material:293, 信素齿轮
thermalfoundation:material:294, 流明齿轮
thermalfoundation:material:295, 末影齿轮
thermalfoundation:material:320, 铜板
thermalfoundation:material:321, 锡板
thermalfoundation:material:322, 银板
thermalfoundation:material:323, 铅板
thermalfoundation:material:324, 铝板
thermalfoundation:material:325, 镍板
thermalfoundation:material:326, 铂板
thermalfoundation:material:327, 铱板
thermalfoundation:material:328, 蕴魔秘银板
thermalfoundation:material:352, 钢板
thermalfoundation:material:353, 琥珀金板
thermalfoundation:material:354, 殷钢板
thermalfoundation:material:355, 青铜板
thermalfoundation:material:356, 康铜板
thermalfoundation:material:357, 信素板
thermalfoundation:material:358, 流明板
thermalfoundation:material:359, 末影板
thermalfoundation:material:512, 红石伺服器
thermalfoundation:material:513, 红石接收线圈
thermalfoundation:material:514, 红石传输线圈
thermalfoundation:material:515, 红石传导线圈
thermalfoundation:material:640, 工具套管
thermalfoundation:material:656, 钻头
thermalfoundation:material:657, 锯片
thermalfoundation:material:768, 煤粉
thermalfoundation:material:769, 炭粉
thermalfoundation:material:770, 黑曜石粉
thermalfoundation:material:771, 硫磺
thermalfoundation:material:772, 硝石
thermalfoundation:material:800, 锯末
thermalfoundation:material:801, 压缩锯末
thermalfoundation:material:802, 焦炭
thermalfoundation:material:816, 生物质粉
thermalfoundation:material:817, 富集生物质粉
thermalfoundation:material:818, 生物混合粉
thermalfoundation:material:819, 富集生物混合粉
thermalfoundation:material:832, 松香
thermalfoundation:material:833, 焦油沥青
thermalfoundation:material:864, 炉渣
thermalfoundation:material:865, 富炉渣
thermalfoundation:material:866, 朱砂
thermalfoundation:material:892, 沥青
thermalfoundation:material:893, 不稳红石络合物
thermalfoundation:material:894, 充能络合物
thermalfoundation:material:895, 谐振末影络合物
thermalfoundation:material:1024, 炽焱粉
thermalfoundation:material:1025, 凛冰粉
thermalfoundation:material:1026, 清风粉
thermalfoundation:material:1027, 地岩粉
thermalfoundation:material:1028, 魔力粉
thermalfoundation:material:2048, 暴雪棒
thermalfoundation:material:2049, 暴雪粉
thermalfoundation:material:2050, 狂风棒
thermalfoundation:material:2051, 狂风粉
thermalfoundation:material:2052, 岩石棒
thermalfoundation:material:2053, 岩石粉
thermalfoundation:geode:0, 晶球
thermalfoundation:armor.helmet_copper, 铜头盔
thermalfoundation:armor.plate_copper, 铜胸甲
thermalfoundation:armor.legs_copper, 铜护腿
thermalfoundation:armor.boots_copper, 铜靴子
thermalfoundation:armor.helmet_tin, 锡头盔
thermalfoundation:armor.plate_tin, 锡胸甲
thermalfoundation:armor.legs_tin, 锡护腿
thermalfoundation:armor.boots_tin, 锡靴子
thermalfoundation:armor.helmet_silver, 银头盔
thermalfoundation:armor.plate_silver, 银胸甲
thermalfoundation:armor.legs_silver, 银护腿
thermalfoundation:armor.boots_silver, 银靴子
thermalfoundation:armor.helmet_lead, 铅头盔
thermalfoundation:armor.plate_lead, 铅胸甲
thermalfoundation:armor.legs_lead, 铅护腿
thermalfoundation:armor.boots_lead, 铅靴子
thermalfoundation:armor.helmet_aluminum, 铝头盔
thermalfoundation:armor.plate_aluminum, 铝胸甲
thermalfoundation:armor.legs_aluminum, 铝护腿
thermalfoundation:armor.boots_aluminum, 铝靴子
thermalfoundation:armor.helmet_nickel, 镍头盔
thermalfoundation:armor.plate_nickel, 镍胸甲
thermalfoundation:armor.legs_nickel, 镍护腿
thermalfoundation:armor.boots_nickel, 镍靴子
thermalfoundation:armor.helmet_platinum, 铂头盔
thermalfoundation:armor.plate_platinum, 铂胸甲
thermalfoundation:armor.legs_platinum, 铂护腿
thermalfoundation:armor.boots_platinum, 铂靴子
thermalfoundation:armor.helmet_steel, 钢头盔
thermalfoundation:armor.plate_steel, 钢胸甲
thermalfoundation:armor.legs_steel, 钢护腿
thermalfoundation:armor.boots_steel, 钢靴子
thermalfoundation:armor.helmet_electrum, 琥珀金头盔
thermalfoundation:armor.plate_electrum, 琥珀金胸甲
thermalfoundation:armor.legs_electrum, 琥珀金护腿
thermalfoundation:armor.boots_electrum, 琥珀金靴子
thermalfoundation:armor.helmet_invar, 殷钢头盔
thermalfoundation:armor.plate_invar, 殷钢胸甲
thermalfoundation:armor.legs_invar, 殷钢护腿
thermalfoundation:armor.boots_invar, 殷钢靴子
thermalfoundation:armor.helmet_bronze, 青铜头盔
thermalfoundation:armor.plate_bronze, 青铜胸甲
thermalfoundation:armor.legs_bronze, 青铜护腿
thermalfoundation:armor.boots_bronze, 青铜靴子
thermalfoundation:armor.helmet_constantan, 康铜头盔
thermalfoundation:armor.plate_constantan, 康铜胸甲
thermalfoundation:armor.legs_constantan, 康铜护腿
thermalfoundation:armor.boots_constantan, 康铜靴子
thermalfoundation:tool.sword_copper, 铜剑
thermalfoundation:tool.shovel_copper, 铜锹
thermalfoundation:tool.pickaxe_copper, 铜镐
thermalfoundation:tool.axe_copper, 铜斧
thermalfoundation:tool.hoe_copper, 铜锄
thermalfoundation:tool.bow_copper, 铜强化弓
thermalfoundation:tool.fishing_rod_copper, 铜钓鱼竿
thermalfoundation:tool.shears_copper, 铜剪刀
thermalfoundation:tool.sickle_copper, 铜镰刀
thermalfoundation:tool.hammer_copper, 铜锤
thermalfoundation:tool.excavator_copper, Copper Excavator
thermalfoundation:tool.shield_copper, 铜盾
thermalfoundation:tool.sword_tin, 锡剑
thermalfoundation:tool.shovel_tin, 锡锹
thermalfoundation:tool.pickaxe_tin, 锡镐
thermalfoundation:tool.axe_tin, 锡斧
thermalfoundation:tool.hoe_tin, 锡锄
thermalfoundation:tool.bow_tin, 锡强化弓
thermalfoundation:tool.fishing_rod_tin, 锡钓鱼竿
thermalfoundation:tool.shears_tin, 锡剪刀
thermalfoundation:tool.sickle_tin, 锡镰刀
thermalfoundation:tool.hammer_tin, 锡锤
thermalfoundation:tool.excavator_tin, Tin Excavator
thermalfoundation:tool.shield_tin, 锡盾
thermalfoundation:tool.sword_silver, 银剑
thermalfoundation:tool.shovel_silver, 银锹
thermalfoundation:tool.pickaxe_silver, 银镐
thermalfoundation:tool.axe_silver, 银斧
thermalfoundation:tool.hoe_silver, 银锄
thermalfoundation:tool.bow_silver, 银强化弓
thermalfoundation:tool.fishing_rod_silver, 银钓鱼竿
thermalfoundation:tool.shears_silver, 银剪刀
thermalfoundation:tool.sickle_silver, 银镰刀
thermalfoundation:tool.hammer_silver, 银锤
thermalfoundation:tool.excavator_silver, Silver Excavator
thermalfoundation:tool.shield_silver, 银盾
thermalfoundation:tool.sword_lead, 铅剑
thermalfoundation:tool.shovel_lead, 铅锹
thermalfoundation:tool.pickaxe_lead, 铅镐
thermalfoundation:tool.axe_lead, 铅斧
thermalfoundation:tool.hoe_lead, 铅锄
thermalfoundation:tool.bow_lead, 铅强化弓
thermalfoundation:tool.fishing_rod_lead, 铅钓鱼竿
thermalfoundation:tool.shears_lead, 铅剪刀
thermalfoundation:tool.sickle_lead, 铅镰刀
thermalfoundation:tool.hammer_lead, 铅锤
thermalfoundation:tool.excavator_lead, Lead Excavator
thermalfoundation:tool.shield_lead, 铅盾
thermalfoundation:tool.sword_aluminum, 铝剑
thermalfoundation:tool.shovel_aluminum, 铝锹
thermalfoundation:tool.pickaxe_aluminum, 铝镐
thermalfoundation:tool.axe_aluminum, 铝斧
thermalfoundation:tool.hoe_aluminum, 铝锄
thermalfoundation:tool.bow_aluminum, 铝强化弓
thermalfoundation:tool.fishing_rod_aluminum, 铝钓鱼竿
thermalfoundation:tool.shears_aluminum, 铝剪刀
thermalfoundation:tool.sickle_aluminum, 铝镰刀
thermalfoundation:tool.hammer_aluminum, 铝锤
thermalfoundation:tool.excavator_aluminum, Aluminum Excavator
thermalfoundation:tool.shield_aluminum, 铝盾
thermalfoundation:tool.sword_nickel, 镍剑
thermalfoundation:tool.shovel_nickel, 镍锹
thermalfoundation:tool.pickaxe_nickel, 镍镐
thermalfoundation:tool.axe_nickel, 镍斧
thermalfoundation:tool.hoe_nickel, 镍锄
thermalfoundation:tool.bow_nickel, 镍强化弓
thermalfoundation:tool.fishing_rod_nickel, 镍钓鱼竿
thermalfoundation:tool.shears_nickel, 镍剪刀
thermalfoundation:tool.sickle_nickel, 镍镰刀
thermalfoundation:tool.hammer_nickel, 镍锤
thermalfoundation:tool.excavator_nickel, Nickel Excavator
thermalfoundation:tool.shield_nickel, 镍盾
thermalfoundation:tool.sword_platinum, 铂剑
thermalfoundation:tool.shovel_platinum, 铂锹
thermalfoundation:tool.pickaxe_platinum, 铂镐
thermalfoundation:tool.axe_platinum, 铂斧
thermalfoundation:tool.hoe_platinum, 铂锄
thermalfoundation:tool.bow_platinum, 铂强化弓
thermalfoundation:tool.fishing_rod_platinum, 铂钓鱼竿
thermalfoundation:tool.shears_platinum, 铂剪刀
thermalfoundation:tool.sickle_platinum, 铂镰刀
thermalfoundation:tool.hammer_platinum, 铂锤
thermalfoundation:tool.excavator_platinum, Platinum Excavator
thermalfoundation:tool.shield_platinum, 铂盾
thermalfoundation:tool.sword_steel, 钢剑
thermalfoundation:tool.shovel_steel, 铁铲
thermalfoundation:tool.pickaxe_steel, 钢镐
thermalfoundation:tool.axe_steel, 钢斧
thermalfoundation:tool.hoe_steel, 钢锄头
thermalfoundation:tool.bow_steel, 钢强化弓
thermalfoundation:tool.fishing_rod_steel, 钢钓鱼竿
thermalfoundation:tool.shears_steel, 钢剪刀
thermalfoundation:tool.sickle_steel, 钢镰刀
thermalfoundation:tool.hammer_steel, 钢锤
thermalfoundation:tool.excavator_steel, Steel Excavator
thermalfoundation:tool.shield_steel, 钢盾
thermalfoundation:tool.sword_electrum, 琥珀金剑
thermalfoundation:tool.shovel_electrum, 琥珀金锹
thermalfoundation:tool.pickaxe_electrum, 琥珀金镐
thermalfoundation:tool.axe_electrum, 琥珀金斧
thermalfoundation:tool.hoe_electrum, 琥珀金锄
thermalfoundation:tool.bow_electrum, 琥珀金强化弓
thermalfoundation:tool.fishing_rod_electrum, 琥珀金钓鱼竿
thermalfoundation:tool.shears_electrum, 琥珀金剪刀
thermalfoundation:tool.sickle_electrum, 琥珀金镰刀
thermalfoundation:tool.hammer_electrum, 琥珀金锤
thermalfoundation:tool.excavator_electrum, Electrum Excavator
thermalfoundation:tool.shield_electrum, 琥珀金盾
thermalfoundation:tool.sword_invar, 殷钢剑
thermalfoundation:tool.shovel_invar, 殷钢锹
thermalfoundation:tool.pickaxe_invar, 殷钢镐
thermalfoundation:tool.axe_invar, 殷钢斧
thermalfoundation:tool.hoe_invar, 殷钢锄
thermalfoundation:tool.bow_invar, 殷钢强化弓
thermalfoundation:tool.fishing_rod_invar, 殷钢钓鱼竿
thermalfoundation:tool.shears_invar, 殷钢剪刀
thermalfoundation:tool.sickle_invar, 殷钢镰刀
thermalfoundation:tool.hammer_invar, 殷钢锤
thermalfoundation:tool.excavator_invar, Invar Excavator
thermalfoundation:tool.shield_invar, 殷钢盾
thermalfoundation:tool.sword_bronze, 青铜剑
thermalfoundation:tool.shovel_bronze, 青铜锹
thermalfoundation:tool.pickaxe_bronze, 青铜镐
thermalfoundation:tool.axe_bronze, 青铜斧
thermalfoundation:tool.hoe_bronze, 青铜锄
thermalfoundation:tool.bow_bronze, 青铜强化弓
thermalfoundation:tool.fishing_rod_bronze, 青铜钓鱼竿
thermalfoundation:tool.shears_bronze, 青铜剪刀
thermalfoundation:tool.sickle_bronze, 青铜镰刀
thermalfoundation:tool.hammer_bronze, 青铜锤
thermalfoundation:tool.excavator_bronze, Bronze Excavator
thermalfoundation:tool.shield_bronze, 青铜盾
thermalfoundation:tool.sword_constantan, 康铜剑
thermalfoundation:tool.shovel_constantan, 康铜锹
thermalfoundation:tool.pickaxe_constantan, 康铜镐
thermalfoundation:tool.axe_constantan, 康铜斧
thermalfoundation:tool.hoe_constantan, 康铜锄
thermalfoundation:tool.bow_constantan, 康铜强化弓
thermalfoundation:tool.fishing_rod_constantan, 康铜钓鱼竿
thermalfoundation:tool.shears_constantan, 康铜剪刀
thermalfoundation:tool.sickle_constantan, 康铜镰刀
thermalfoundation:tool.hammer_constantan, 康铜锤
thermalfoundation:tool.excavator_constantan, Constantan Excavator
thermalfoundation:tool.shield_constantan, 康铜盾
thermalfoundation:tool.shears_wood, 木剪刀
thermalfoundation:tool.sickle_wood, 木镰刀
thermalfoundation:tool.hammer_wood, 木锤
thermalfoundation:tool.excavator_wood, Wooden Excavator
thermalfoundation:tool.bow_stone, 石强化弓
thermalfoundation:tool.fishing_rod_stone, 石钓鱼竿
thermalfoundation:tool.shears_stone, 石剪刀
thermalfoundation:tool.sickle_stone, 石镰刀
thermalfoundation:tool.hammer_stone, 石锤
thermalfoundation:tool.excavator_stone, Stone Excavator
thermalfoundation:tool.shield_stone, 石盾
thermalfoundation:tool.bow_iron, 铁强化弓
thermalfoundation:tool.fishing_rod_iron, 铁钓鱼竿
thermalfoundation:tool.sickle_iron, 铁镰刀
thermalfoundation:tool.hammer_iron, 铁锤
thermalfoundation:tool.excavator_iron, Iron Excavator
thermalfoundation:tool.shield_iron, 铁盾
thermalfoundation:tool.bow_diamond, 钻石强化弓
thermalfoundation:tool.fishing_rod_diamond, 钻石钓鱼竿
thermalfoundation:tool.shears_diamond, 钻石剪刀
thermalfoundation:tool.sickle_diamond, 钻石镰刀
thermalfoundation:tool.hammer_diamond, 钻石锤
thermalfoundation:tool.excavator_diamond, Diamond Excavator
thermalfoundation:tool.shield_diamond, 钻石盾
